DLC01WithAmmoInfiltrator [LVLI:0800A67B],AAAFyTyWithAmmoDLC01InfiltratorMed [LVLI:1200191D]
DLC02LvlWeap10mmPistolNPCWithAmmo [LVLI:07008438],AAAFyTyWithAmmoDLC0210mmPistolMed [LVLI:12001802]
DLC02LvlWeap10mmPistolSilencedNPCWithAmmo [LVLI:07008439],AAAFyTyWithAmmoDLC0210mmPistolSilencedMed [LVLI:120017ED]
DLC02LvlWeap10mmSubmachineGunNPCWithAmmo [LVLI:0700843A],AAAFyTyWithAmmoDLC0210mmSubmachineGunMed [LVLI:120017D8]
DLC02LvlWeapAssaultRifleNPCWithAmmo [LVLI:0700843B],AAAFyTyWithAmmoDLC02AssaultRifleLow [LVLI:12001894]
DLC02LvlWeapChineseAssaultRifleNPCWithAmmo [LVLI:0700843C],AAAFyTyWithAmmoDLC02AssaultRifleWastelandMed [LVLI:12001770]
DLC02LvlWeapChinesePistolNPCWithAmmo [LVLI:0700843D],AAAFyTyWithAmmoDLC02ChinesePistolMed [LVLI:12001865]
DLC02LvlWeapFlamerNPCWithAmmo [LVLI:0700843E],AAAFyTyWithAmmoDLC02FlamerMed [LVLI:12001854]
DLC02LvlWeapMiniGunNPCWithAmmo [LVLI:0700843F],AAAFyTyWithAmmoDLC02MinigunMed [LVLI:1200182D]
DLC02LvlWeapMissileLauncherNPCWithAmmo [LVLI:07008440],AAAFyTyWithAmmoDLC02MissileLauncherLow [LVLI:1200183D]
DLC02LvlWeapShotgunCombatNPCWithAmmo [LVLI:0700C7C4],AAAFyTyWithAmmoDLC02ShotgunCombatMed [LVLI:120016EB]
DLC02LvlWeapSniperRifleNPCWithAmmo [LVLI:07008441],AAAFyTyWithAmmoDLC02SniperRifleMed [LVLI:12001817]
DLC02WeapLaserRifleNPCWithAmmo [LVLI:0700CBFB],AAAFyTyWithAmmoDLC02LaserRifleMed [LVLI:120016D0]
DLC03WithAmmoTeslaCannonBoS [LVLI:0900108B],AAAFyTyWithAmmoDLC03TeslaCannonMed [LVLI:12001982]
DLC04WithAmmoHuntingRifleNonPlayable [LVLI:0A012657],AAAFyTyWithAmmoHuntingRifleDCMed [LVLI:120015D0]
DLC04WithAmmoWeapRifle [LVLI:0A00D7AD],AAAFyTyWithAmmoDLC04RifleMed [LVLI:120019E8]
DLC04WithAmmoWeapShotgun [LVLI:0A00D7AE],AAAFyTyWithAmmoDLC04ShotgunMed [LVLI:12001A03]
DLC05WithAmmoAlienRifle [LVLI:0B0058DF],AAAFyTyWithAmmoDLC05RifleAPMLow [LVLI:12001AA1]
DLC05WithAmmoAtomizer [LVLI:0B0058E0],AAAFyTyWithAmmoDLC05PistolAPCLow [LVLI:12001AB6]
LeveledWithAmmoHuntingSniperRifleNPC [LVLI:0017B7DA],AAAFyTyComboWithAmmoHuntingSniper [LVLI:12002B63]
LeveledWithAmmoNV9mm10mmSubmachineGunNPC [LVLI:0017B7DB],AAAFyTyComboWithAmmoNV9mm10mmSubmachineGun [LVLI:12002B64]
NVDLC01WithAmmoAutoRifleLoot [LVLI:10009124],AAAFyTyWithAmmoNVDLC01AutomaticRifleLow [LVLI:12000F04]
NVDLC01WithAmmoAutoRifleNPC [LVLI:100091BB],AAAFyTyWithAmmoNVDLC01AutomaticRifleMed [LVLI:12000F0B]
NVDLC01WithAmmoPolicePistolLoot [LVLI:10009126],AAAFyTyWithAmmoNVDLC01PolicePistolLow [LVLI:12000EEF]
NVDLC01WithAmmoPolicePistolNPC [LVLI:100091B9],AAAFyTyWithAmmoNVDLC01PolicePistolMed [LVLI:12000EF6]
NVDLC01WithAmmoPolicePistolRaider [LVLI:100091F3],AAAFyTyWithAmmoNVDLC01PolicePistolLow [LVLI:12000EEF]
NVDLC02WithAmmo45AutoPistolLoot [LVLI:0200B415],AAAFyTyWithAmmoNVDLC0245AutoPistolLow [LVLI:12000FA0]
NVDLC02WithAmmo45AutoPistolLoot25 [LVLI:02010296],AAAFyTyWithAmmoNVDLC0245AutoPistolLow [LVLI:12000FA0]
NVDLC02WithAmmo45AutoPistolLoot50 [LVLI:02010297],AAAFyTyWithAmmoNVDLC0245AutoPistolLow [LVLI:12000FA0]
NVDLC02WithAmmo45AutoPistolLoot75 [LVLI:02010298],AAAFyTyWithAmmoNVDLC0245AutoPistolLow [LVLI:12000FA0]
NVDLC02WithAmmo45AutoPistolNPC [LVLI:100091AE],AAAFyTyWithAmmoNVDLC0245AutoPistolMed [LVLI:12000FA9]
NVDLC02WithAmmo45AutoPistolRaider [LVLI:100091F6],AAAFyTyWithAmmoNVDLC0245AutoPistolLow [LVLI:12000FA0]
NVDLC02WithAmmo45AutoPistolTalon [LVLI:10009263],AAAFyTyWithAmmoNVDLC0245AutoPistolMed [LVLI:12000FA9]
NVDLC02WithAmmo45AutoSubmachineGunLoot [LVLI:0200F1BE],AAAFyTyWithAmmoNVDLC0245AutoSubmachineGunLow [LVLI:12000F85]
NVDLC02WithAmmo45AutoSubmachineGunLoot50 [LVLI:020117C5],AAAFyTyWithAmmoNVDLC0245AutoSubmachineGunLow [LVLI:12000F85]
NVDLC02WithAmmo45AutoSubmachineGunNPC [LVLI:100091B0],AAAFyTyWithAmmoNVDLC0245AutoSubmachineGunMed [LVLI:12000F8E]
NVDLC02WithAmmo45AutoSubmachineGunRaider [LVLI:100091F1],AAAFyTyWithAmmoNVDLC0245AutoSubmachineGunLow [LVLI:12000F85]
NVDLC02WithAmmo45AutoSubmachineGunSuperMutant [LVLI:100091EF],AAAFyTyWithAmmoNVDLC0245AutoSubmachineGunMed [LVLI:12000F8E]
NVDLC03WithAmmoLAERBoS [LVLI:10009174],AAAFyTyWithAmmoNVDLC03LaerMed [LVLI:120010A9]
NVDLC03WithAmmoLAERLoot [LVLI:1000AD2E],AAAFyTyWithAmmoNVDLC03LaerLow [LVLI:120010A2]
NVDLC03WithAmmoLAERNPC [LVLI:100091D6],AAAFyTyWithAmmoNVDLC03LaerMed [LVLI:120010A9]
NVDLC03WithAmmoLaserRifleNPC [LVLI:03012D1E],AAAFyTyWithAmmoLaserRifleMed [LVLI:12000E57]
NVDLC04WithAmmoArcWelder [LVLI:04008D6C],AAAFyTyWithAmmoNVDLC04ArcWelderMed [LVLI:120010E8]
NVDLC04WithAmmoFlareGun [LVLI:04008D69],AAAFyTyWithAmmoNVDLC04weapflaregunLow [LVLI:120010F6]
NVDLC04WithAmmoRedGlare [LVLI:0400E00C],AAAFyTyWithAmmoNVDLC04RedGlareMed [LVLI:1200110C]
NVDLC04WithAmmoSMMG [LVLI:04008D6D],AAAFyTyWithAmmoNVDLC04SMMGMed [LVLI:120010D3]
NVDLC04WithAmmoSMMGSpecial [LVLI:0400DBE3],AAAFyTyWithAmmoNVDLC04SMMGHigh [LVLI:120010DA]
NVDLC05WithAmmo25mmGrenadeAPWLoot [LVLI:10009146],AAAFyTyWithAmmoNVDLC0525mmGrenadeAPWCustomLow [LVLI:12001228]
NVDLC05WithAmmo25mmGrenadeAPWNPC [LVLI:100091B2],AAAFyTyWithAmmoNVDLC0525mmGrenadeAPWCustomMed [LVLI:1200122F]
NVDLC05WithAmmoBattleRifleLoot [LVLI:10009141],AAAFyTyWithAmmoNVDLC05NVBattleRifleCustomLow [LVLI:1200125E]
NVDLC05WithAmmoBattleRifleNPC [LVLI:100091B4],AAAFyTyWithAmmoNVDLC05NVBattleRifleCustomMed [LVLI:12001265]
NVDLC05WithAmmoNV556PistolLoot [LVLI:10009143],AAAFyTyWithAmmoNVDLC05NV556mmPistolCustomLow [LVLI:1200123D]
NVDLC05WithAmmoNV556PistolNPC [LVLI:100091B7],AAAFyTyWithAmmoNVDLC05NV556mmPistolCustomMed [LVLI:12001248]
VWithAmmoShotgunSawedOffLoot [LVLI:000CD24E],AAAFyTyWithAmmoShotgunSawedOffLow [LVLI:12000DD5]
WithAmmo10mmPistolBoS [LVLI:1001CA42],AAAFyTyWithAmmo10mmPistolMed [LVLI:12000DC7]
WithAmmo10mmPistolLoot [LVLI:0003029A],AAAFyTyWithAmmo10mmPistolLow [LVLI:12000DC0]
WithAmmo10mmPistolNPC [LVLI:0002935D],AAAFyTyWithAmmo10mmPistolMed [LVLI:12000DC7]
WithAmmo10mmPistolOutcast [LVLI:1001CA72],AAAFyTyWithAmmoDLC0210mmPistolSilencedWastelandMed [LVLI:1200178D]
WithAmmo10mmPistolRaider [LVLI:0002F6E9],AAAFyTyWithAmmo10mmPistolLow [LVLI:12000DC0]
WithAmmo10mmPistolSilencedDC [LVLI:10118578],AAAFyTyWithAmmo10mmPistolSilencedMed [LVLI:12001580]
WithAmmo10mmPistolSilencedLoot [LVLI:0603029B],AAAFyTyWithAmmo10mmPistolSilencedLow [LVLI:12001579]
WithAmmo10mmPistolSilencedNPC [LVLI:06029381],AAAFyTyWithAmmo10mmPistolSilencedMed [LVLI:12001580]
WithAmmo10mmPistolTalon [LVLI:1001CC40],AAAFyTyWithAmmo10mmPistolMed [LVLI:12000DC7]
WithAmmo10mmSubmachineGunBoS [LVLI:1001CC5F],AAAFyTyWithAmmo10mmSubmachineGunMed [LVLI:12000EE1]
WithAmmo10mmSubmachineGunLoot [LVLI:0003029C],AAAFyTyWithAmmo10mmSubmachineGunLow [LVLI:12000EDA]
WithAmmo10mmSubmachineGunNPC [LVLI:00029362],AAAFyTyWithAmmo10mmSubmachineGunMed [LVLI:12000EE1]
WithAmmo10mmSubmachineGunOutcast [LVLI:0602FAC9],AAAFyTyWithAmmoDLC0210mmSubmachineGunWastelandMed [LVLI:12001757]
WithAmmo10mmSubmachineGunRaider [LVLI:0002F6EA],AAAFyTyWithAmmo10mmSubmachineGunLow [LVLI:12000EDA]
WithAmmo10mmSubmachineGunTalon [LVLI:06044471],AAAFyTyWithAmmo10mmSubmachineGunMed [LVLI:12000EE1]
WithAmmo32CaliberPistolLoot [LVLI:0603029E],AAAFyTyWithAmmo32CaliberPistolLow [LVLI:120016B7]
WithAmmo32CaliberPistolNPC [LVLI:06029363],AAAFyTyWithAmmo32CaliberPistolMed [LVLI:120016BD]
WithAmmo32CaliberPistolRaider [LVLI:0602F6EB],AAAFyTyWithAmmo32CaliberPistolLow [LVLI:120016B7]
WithAmmo32CaliberPistolRegulator [LVLI:1000AC56],AAAFyTyWithAmmo32CaliberPistolMed [LVLI:120016BD]
WithAmmo32CaliberPistolTalon [LVLI:1001CBF8],AAAFyTyWithAmmo32CaliberPistolMed [LVLI:120016BD]
WithAmmo44MagnumScopedNPC [LVLI:0607574F],AAAFyTyWithAmmo44MagnumScopedMed [LVLI:12001595]
WithAmmoAlienBlaster [LVLI:00029366],AAAFyTyWithAmmoAlienBlasterAPCMed [LVLI:12000ED1]
WithAmmoAssaultRifleBoS [LVLI:1001CA3F],AAAFyTyWithAmmoAssaultRifleMed [LVLI:12001563]
WithAmmoAssaultRifleLoot [LVLI:0603029F],AAAFyTyWithAmmoAssaultRifleLow [LVLI:12001558]
WithAmmoAssaultRifleNPC [LVLI:06029367],AAAFyTyWithAmmoAssaultRifleMed [LVLI:12001563]
WithAmmoAssaultRifleOutcast [LVLI:0602FACA],AAAFyTyWithAmmoAssaultRifleMed [LVLI:12001563]
WithAmmoAssaultRifleRaider [LVLI:0602F6EC],AAAFyTyWithAmmoAssaultRifleLow [LVLI:12001558]
